"customer_id","product_id","sales_transaction_date","channel","dealership_id"
7254,7,"2017-02-09 14:22:00",dealership,18
7622,7,"2017-03-15 16:47:00",dealership,8
7691,7,"2017-03-11 23:31:00",dealership,11
7756,7,"2019-03-17 08:45:00",dealership,15
7777,7,"2018-06-18 07:42:00",dealership,18
7821,7,"2018-06-01 11:58:00",internet,
7899,7,"2018-02-02 23:05:00",internet,
7941,7,"2018-07-02 12:12:00",dealership,20
8044,7,"2017-06-16 09:31:00",internet,
8564,7,"2019-05-02 08:47:00",dealership,8
8661,7,"2019-03-14 22:34:00",dealership,14
8839,7,"2018-05-28 21:07:00",dealership,6
9029,7,"2018-03-01 18:59:00",internet,
9167,7,"2017-04-26 14:16:00",internet,
9243,7,"2018-08-27 12:36:00",dealership,6
9651,7,"2018-03-14 09:04:00",internet,
9739,7,"2017-09-19 14:57:00",internet,
9851,7,"2019-02-17 06:47:00",internet,
10396,7,"2017-09-28 07:18:00",dealership,11
10732,7,"2016-12-14 17:00:00",internet,
10766,7,"2017-09-06 21:37:00",internet,
10777,7,"2018-10-23 20:03:00",dealership,18
10808,7,"2017-07-17 23:17:00",dealership,12
10899,7,"2018-03-30 09:36:00",dealership,2
10939,7,"2017-03-05 04:11:00",internet,
11015,7,"2018-09-14 04:31:00",internet,
11275,7,"2019-01-11 16:02:00",dealership,5
11340,7,"2018-03-06 22:09:00",dealership,5
11609,7,"2018-02-03 19:36:00",dealership,13
11816,7,"2017-07-01 01:27:00",internet,
12007,7,"2018-08-06 23:56:00",dealership,18
12042,7,"2018-11-20 05:06:00",dealership,17
12106,7,"2018-02-22 22:03:00",internet,
12372,7,"2016-11-29 16:50:00",dealership,10
12761,7,"2017-11-18 12:08:00",dealership,3
13082,7,"2018-06-11 04:11:00",dealership,19
13262,7,"2018-03-23 20:52:00",dealership,11
13529,7,"2019-05-07 15:45:00",dealership,5
13645,7,"2017-10-15 17:20:00",internet,
13858,7,"2017-01-15 11:18:00",dealership,16
14226,7,"2018-07-19 02:21:00",dealership,9
14292,7,"2018-08-27 06:46:00",dealership,8
14383,7,"2018-11-10 00:58:00",internet,
14414,7,"2018-09-03 03:16:00",internet,
14435,7,"2017-08-17 22:03:00",dealership,18
14700,7,"2018-10-13 07:25:00",dealership,15
14707,7,"2018-10-18 15:21:00",dealership,15
14993,7,"2018-11-04 03:03:00",internet,
15109,7,"2018-06-26 22:10:00",dealership,12
15117,7,"2017-04-04 22:12:00",dealership,7
15399,7,"2017-10-01 19:53:00",dealership,13
15448,7,"2017-06-12 01:54:00",dealership,2
16034,7,"2018-08-05 05:51:00",internet,
16205,7,"2018-02-12 00:15:00",internet,
16207,7,"2018-11-05 03:32:00",dealership,18
16294,7,"2017-03-24 07:36:00",internet,
16565,7,"2018-10-04 05:28:00",internet,
16903,7,"2017-01-22 15:37:00",dealership,6
16820,7,"2019-04-30 01:18:00",dealership,10
16889,7,"2018-10-23 16:30:00",internet,
16933,7,"2018-08-07 14:32:00",dealership,16
17000,7,"2017-05-26 23:54:00",internet,
17094,7,"2019-03-17 10:49:00",dealership,16
17325,7,"2016-10-24 04:12:00",internet,
17601,7,"2017-04-09 15:01:00",dealership,13
17660,7,"2018-01-18 14:16:00",dealership,8
17667,7,"2016-11-19 18:23:00",dealership,3
18039,7,"2017-08-18 22:16:00",dealership,5
18096,7,"2017-10-28 03:37:00",internet,
18209,7,"2017-06-16 23:20:00",internet,
18546,7,"2017-12-12 04:40:00",internet,
18724,7,"2019-05-22 22:46:00",dealership,4
18822,7,"2018-02-24 20:25:00",dealership,18
18856,7,"2018-06-27 18:28:00",dealership,4
18856,7,"2018-12-10 22:37:00",internet,
19132,7,"2018-11-20 04:43:00",dealership,9
19153,7,"2019-05-24 16:07:00",dealership,11
19375,7,"2017-01-05 02:41:00",dealership,3
19678,7,"2018-07-07 21:44:00",dealership,2
19849,7,"2018-07-06 09:40:00",internet,
19928,7,"2019-04-08 10:39:00",dealership,5
20092,7,"2017-08-07 14:45:00",internet,
20262,7,"2017-04-20 02:34:00",internet,
20275,7,"2018-01-08 11:11:00",dealership,11
20343,7,"2017-03-22 05:08:00",dealership,19
20451,7,"2017-11-28 06:55:00",dealership,7
20481,7,"2018-05-01 04:05:00",dealership,1
20586,7,"2018-10-12 15:18:00",internet,
20600,7,"2018-07-03 03:42:00",dealership,5
20694,7,"2017-05-26 01:21:00",dealership,8
20766,7,"2017-10-31 02:44:00",dealership,3
20843,7,"2016-12-26 22:42:00",internet,
21137,7,"2018-06-24 02:33:00",internet,
21169,7,"2016-11-18 08:25:00",dealership,17
21194,7,"2017-09-23 13:58:00",internet,
21355,7,"2017-08-04 12:56:00",internet,
21817,7,"2017-08-16 09:12:00",dealership,18
22768,7,"2018-10-27 12:12:00",dealership,12
22894,7,"2017-12-06 10:03:00",internet,
22927,7,"2018-06-06 03:52:00",dealership,16
22987,7,"2018-11-19 12:10:00",dealership,10
23155,7,"2018-04-09 04:01:00",dealership,10
23202,7,"2019-05-15 10:52:00",dealership,6
23336,7,"2019-01-14 11:34:00",dealership,1
23417,7,"2018-02-10 14:09:00",internet,
23436,7,"2019-02-23 23:48:00",dealership,11
23481,7,"2018-09-07 21:41:00",internet,
23950,7,"2016-11-06 05:45:00",internet,
24066,7,"2017-12-28 15:10:00",internet,
24147,7,"2018-08-20 23:01:00",internet,
24255,7,"2018-10-21 15:32:00",internet,
24561,7,"2018-07-26 01:59:00",dealership,13
24758,7,"2017-05-17 07:41:00",dealership,2
24768,7,"2017-05-16 22:08:00",dealership,20
25269,7,"2018-09-07 22:59:00",internet,
25309,7,"2018-08-17 07:54:00",dealership,19
25413,7,"2017-04-18 11:07:00",dealership,3
25437,7,"2018-06-19 14:06:00",dealership,12
25638,7,"2017-08-29 23:35:00",dealership,15
25916,7,"2019-03-12 06:37:00",dealership,16
25982,7,"2017-04-14 01:01:00",dealership,1
26000,7,"2018-04-07 22:32:00",internet,
26010,7,"2018-05-22 02:52:00",dealership,3
26214,7,"2018-02-10 22:40:00",dealership,18
26403,7,"2019-03-28 13:40:00",internet,
26426,7,"2018-12-13 17:46:00",dealership,12
26519,7,"2017-11-15 05:42:00",internet,
26594,7,"2018-06-25 14:54:00",dealership,17
26949,7,"2017-08-13 10:24:00",dealership,8
27265,7,"2018-07-13 13:06:00",dealership,3
27689,7,"2018-04-18 03:10:00",dealership,10
27800,7,"2018-08-09 18:02:00",dealership,8
27819,7,"2017-11-19 04:26:00",internet,
27983,7,"2017-05-20 00:10:00",dealership,4
28432,7,"2019-03-13 14:40:00",internet,
28444,7,"2018-05-29 19:18:00",dealership,10
28445,7,"2019-03-22 11:40:00",internet,
28622,7,"2017-09-18 02:19:00",internet,
28796,7,"2017-07-09 06:54:00",dealership,18
28980,7,"2018-05-09 05:17:00",dealership,11
29216,7,"2017-05-10 12:23:00",dealership,11
29227,7,"2018-05-16 10:44:00",dealership,12
29233,7,"2019-04-13 04:58:00",dealership,17
29259,7,"2017-10-24 07:59:00",internet,
29264,7,"2018-07-10 21:53:00",dealership,10
29362,7,"2019-02-27 08:25:00",dealership,4
29364,7,"2018-04-30 23:49:00",dealership,10
29451,7,"2017-11-29 01:21:00",dealership,10
29570,7,"2019-05-27 05:37:00",dealership,13
29711,7,"2018-09-21 14:58:00",dealership,9
29778,7,"2019-01-09 16:06:00",dealership,11
29846,7,"2017-05-07 10:35:00",internet,
29901,7,"2018-09-12 17:24:00",dealership,1
30192,7,"2017-10-17 06:56:00",dealership,18
30452,7,"2018-03-30 11:56:00",dealership,10
30501,7,"2018-07-23 14:04:00",internet,
30543,7,"2019-01-24 19:57:00",internet,
30559,7,"2016-12-22 11:05:00",internet,
30641,7,"2018-11-02 21:16:00",internet,
30649,7,"2016-10-27 05:29:00",internet,
31049,7,"2019-05-24 18:09:00",dealership,10
31142,7,"2018-11-18 01:36:00",dealership,5
31147,7,"2017-01-24 16:07:00",dealership,7
31447,7,"2018-11-26 04:34:00",internet,
31473,7,"2016-11-22 10:51:00",dealership,3
31620,7,"2018-12-18 05:42:00",internet,
31794,7,"2017-02-10 09:08:00",dealership,1
32061,7,"2018-11-16 01:44:00",dealership,17
32451,7,"2019-04-07 12:20:00",dealership,10
32512,7,"2018-06-25 20:09:00",dealership,19
32751,7,"2017-09-18 23:30:00",dealership,1
32805,7,"2017-10-11 06:40:00",internet,
32841,7,"2017-06-10 22:24:00",dealership,10
32906,7,"2018-04-05 04:49:00",internet,
32933,7,"2017-06-26 15:46:00",internet,
33010,7,"2019-05-04 14:35:00",dealership,17
33361,7,"2017-06-26 13:04:00",internet,
33374,7,"2018-11-03 06:03:00",internet,
33629,7,"2017-03-30 07:38:00",internet,
33723,7,"2017-09-17 09:03:00",dealership,6
33791,7,"2018-11-13 06:20:00",dealership,3
33973,7,"2019-03-12 23:43:00",dealership,14
34009,7,"2019-01-12 18:48:00",dealership,1
34181,7,"2018-08-26 04:46:00",dealership,17
34535,7,"2017-06-25 23:55:00",dealership,11
34610,7,"2018-06-04 07:21:00",dealership,14
34613,7,"2018-09-22 22:22:00",internet,
34748,7,"2017-08-29 19:52:00",internet,
34866,7,"2019-05-03 14:00:00",internet,
34965,7,"2017-07-05 17:13:00",dealership,14
35406,7,"2018-07-07 05:09:00",internet,
35472,7,"2019-01-17 16:58:00",internet,
35555,7,"2017-10-31 01:32:00",internet,
35557,7,"2017-08-23 23:32:00",dealership,10
35699,7,"2017-03-06 20:51:00",internet,
35884,7,"2018-05-22 22:54:00",internet,
35906,7,"2017-01-27 09:46:00",internet,
35938,7,"2017-07-12 14:43:00",dealership,19
35984,7,"2018-10-27 12:53:00",dealership,19
36020,7,"2017-11-16 06:17:00",dealership,11
36130,7,"2017-04-24 08:43:00",dealership,18
36312,7,"2018-02-11 22:53:00",dealership,1
36365,7,"2017-07-28 20:24:00",dealership,7
36478,7,"2018-08-26 12:37:00",dealership,11
36577,7,"2017-05-28 13:48:00",internet,
36601,7,"2019-05-11 08:09:00",internet,
36683,7,"2019-04-21 21:19:00",dealership,2
36738,7,"2018-06-06 14:48:00",internet,
37088,7,"2018-05-31 10:53:00",internet,
37219,7,"2019-01-19 07:44:00",dealership,8
37361,7,"2018-07-14 01:14:00",dealership,1
37434,7,"2016-12-25 09:22:00",dealership,12
37525,7,"2018-03-20 23:23:00",dealership,14
37553,7,"2018-02-23 19:09:00",dealership,5
37626,7,"2016-10-19 18:45:00",internet,
37667,7,"2017-01-28 13:02:00",dealership,18
37725,7,"2016-12-03 06:41:00",dealership,1
37762,7,"2018-09-24 05:01:00",internet,
38096,7,"2016-12-03 05:32:00",internet,
38144,7,"2017-05-25 22:01:00",dealership,4
38203,7,"2019-03-26 02:28:00",dealership,4
38224,7,"2018-08-29 01:59:00",dealership,16
38302,7,"2019-04-14 15:28:00",internet,
38338,7,"2019-03-15 01:17:00",dealership,7
39032,7,"2016-11-08 01:08:00",dealership,1
39038,7,"2019-01-18 07:24:00",dealership,16
39295,7,"2019-04-05 17:42:00",dealership,12
39448,7,"2018-12-21 21:13:00",internet,
39509,7,"2018-05-22 10:28:00",dealership,1
39728,7,"2018-12-04 22:23:00",dealership,5
39739,7,"2017-05-22 20:49:00",dealership,2
39829,7,"2017-05-24 10:49:00",internet,
39918,7,"2019-04-19 14:20:00",dealership,15
39947,7,"2019-04-05 12:38:00",dealership,11
40027,7,"2017-10-22 19:31:00",dealership,15
40153,7,"2017-09-27 11:38:00",dealership,20
40409,7,"2019-05-15 07:17:00",dealership,1
40593,7,"2018-06-29 00:12:00",dealership,10
40601,7,"2019-04-19 14:50:00",dealership,4
40756,7,"2017-12-11 21:05:00",internet,
40902,7,"2016-11-28 08:32:00",internet,
40933,7,"2018-04-23 15:32:00",dealership,18
41049,7,"2019-03-24 05:21:00",dealership,3
41158,7,"2017-03-08 19:38:00",internet,
41263,7,"2017-03-31 10:23:00",dealership,10
41506,7,"2017-10-04 05:46:00",internet,
41738,7,"2018-11-02 00:08:00",dealership,10
41840,7,"2019-01-19 14:05:00",internet,
41856,7,"2018-06-10 10:25:00",dealership,16
41873,7,"2017-12-10 04:23:00",dealership,7
41890,7,"2018-10-26 23:34:00",internet,
42441,7,"2017-04-08 04:16:00",internet,
42555,7,"2017-08-07 16:50:00",internet,
42837,7,"2017-07-12 19:04:00",dealership,9
43053,7,"2019-04-19 15:10:00",internet,
43137,7,"2017-06-15 04:27:00",dealership,7
43243,7,"2018-11-30 19:23:00",internet,
43329,7,"2018-09-02 19:52:00",dealership,2
43426,7,"2018-06-21 18:08:00",dealership,2
43464,7,"2019-02-22 07:25:00",dealership,10
43566,7,"2017-03-02 21:21:00",dealership,19
43796,7,"2018-06-02 09:59:00",internet,
43819,7,"2018-09-14 05:53:00",internet,
43995,7,"2017-11-14 10:01:00",dealership,12
44007,7,"2019-04-20 22:45:00",dealership,9
44200,7,"2017-04-27 13:53:00",internet,
44239,7,"2019-05-15 10:05:00",dealership,19
44321,7,"2018-06-24 04:20:00",internet,
44466,7,"2018-10-13 03:30:00",dealership,10
44550,7,"2017-07-12 10:05:00",internet,
44664,7,"2018-01-21 11:53:00",dealership,14
44835,7,"2018-01-04 01:27:00",internet,
45122,7,"2017-08-22 13:54:00",internet,
45537,7,"2018-09-24 06:09:00",internet,
45644,7,"2018-04-20 07:45:00",dealership,8
45654,7,"2019-05-20 10:51:00",dealership,12
45737,7,"2019-01-25 13:53:00",dealership,12
45797,7,"2018-07-19 14:19:00",internet,
45876,7,"2017-07-28 10:41:00",internet,
46217,7,"2017-08-11 20:29:00",dealership,1
46561,7,"2018-07-06 19:36:00",dealership,18
46634,7,"2019-05-28 21:28:00",dealership,6
46874,7,"2017-04-26 06:28:00",internet,
47079,7,"2018-05-26 13:17:00",dealership,7
47102,7,"2019-04-08 13:59:00",dealership,7
47433,7,"2018-10-10 05:01:00",internet,
47568,7,"2017-07-18 09:36:00",dealership,18
47921,7,"2017-02-12 22:19:00",internet,
48141,7,"2017-05-08 20:44:00",internet,
48406,7,"2019-04-19 12:08:00",internet,
48519,7,"2018-02-05 18:15:00",internet,
48621,7,"2017-11-25 22:37:00",dealership,19
48789,7,"2017-12-28 23:36:00",dealership,9
48816,7,"2019-01-10 17:48:00",dealership,16
48861,7,"2019-02-23 05:12:00",dealership,10
48874,7,"2017-02-01 18:53:00",dealership,16
48942,7,"2017-10-28 21:23:00",dealership,9
49079,7,"2017-12-12 08:40:00",dealership,18
49090,7,"2019-04-06 02:02:00",dealership,18
49110,7,"2018-04-04 06:08:00",internet,
49405,7,"2018-03-15 14:59:00",dealership,7
49825,7,"2018-01-30 14:24:00",dealership,11
49859,7,"2018-09-09 09:12:00",internet,
49927,7,"2018-04-25 02:37:00",dealership,18
12,7,"2017-11-17 18:19:00",internet,
99,7,"2018-07-15 08:29:00",dealership,20
110,7,"2018-08-08 09:46:00",dealership,10
173,7,"2017-11-12 21:26:00",internet,
320,7,"2017-05-13 19:47:00",dealership,7
452,7,"2017-06-17 12:55:00",internet,
487,7,"2018-03-19 23:48:00",internet,
582,7,"2016-12-19 22:45:00",dealership,10
660,7,"2019-01-08 05:10:00",internet,
964,7,"2016-12-14 03:17:00",internet,
964,7,"2018-09-23 11:59:00",internet,
1265,7,"2018-04-05 03:14:00",dealership,2
1266,7,"2018-06-06 23:16:00",dealership,8
1283,7,"2017-05-02 21:50:00",dealership,11
1358,7,"2016-11-17 16:56:00",internet,
1362,7,"2016-12-19 11:51:00",dealership,5
1614,7,"2018-07-22 22:51:00",dealership,12
1721,7,"2017-01-28 09:40:00",internet,
1723,7,"2017-08-28 20:11:00",dealership,15
1911,7,"2018-08-07 11:17:00",internet,
2038,7,"2018-12-31 03:08:00",internet,
2054,7,"2017-07-03 15:40:00",internet,
2290,7,"2017-05-04 00:17:00",internet,
2448,7,"2018-07-01 01:28:00",dealership,10
2465,7,"2018-03-25 19:10:00",internet,
2489,7,"2018-12-14 08:06:00",dealership,1
2677,7,"2018-09-24 04:22:00",dealership,10
2849,7,"2018-01-18 02:33:00",dealership,1
2948,7,"2018-11-26 19:08:00",internet,
2983,7,"2018-03-08 12:59:00",internet,
3105,7,"2018-09-21 13:00:00",dealership,13
3115,7,"2018-02-05 17:45:00",internet,
3592,7,"2017-02-10 20:39:00",dealership,3
3937,7,"2016-11-25 13:42:00",internet,
4028,7,"2018-01-24 06:38:00",dealership,1
4076,7,"2017-08-20 22:07:00",dealership,19
4166,7,"2017-12-07 05:53:00",internet,
4252,7,"2016-11-21 02:41:00",internet,
4376,7,"2018-07-18 08:11:00",internet,
4779,7,"2018-08-29 19:36:00",internet,
4808,7,"2017-07-18 02:51:00",internet,
5022,7,"2017-02-03 04:50:00",internet,
5400,7,"2018-03-10 14:27:00",dealership,7
5568,7,"2018-02-07 00:26:00",dealership,16
5617,7,"2018-07-29 18:06:00",dealership,7
5751,7,"2018-12-20 01:23:00",dealership,19
5756,7,"2018-06-28 23:46:00",internet,
13330,7,"2017-03-27 20:15:00",dealership,4
13330,7,"2017-09-02 04:18:00",dealership,4
5949,7,"2018-06-18 07:25:00",dealership,2
5983,7,"2018-09-10 11:31:00",dealership,16
6028,7,"2017-07-02 14:21:00",internet,
6047,7,"2018-05-14 22:26:00",dealership,10
6099,7,"2018-10-20 01:36:00",dealership,6
6272,7,"2017-12-12 23:15:00",internet,
6479,7,"2017-01-16 04:24:00",dealership,10
6521,7,"2017-07-19 19:47:00",dealership,13
6716,7,"2018-05-31 13:10:00",dealership,6
6755,7,"2018-04-20 20:20:00",internet,
6780,7,"2017-07-27 12:28:00",dealership,19
6786,7,"2017-08-03 15:34:00",internet,
7051,7,"2017-08-05 01:34:00",internet,
7175,7,"2017-06-18 15:08:00",internet,
7177,7,"2018-09-11 08:53:00",dealership,2
7414,7,"2017-01-01 09:49:00",internet,
7461,7,"2016-11-20 10:06:00",dealership,6
7462,7,"2017-02-20 07:33:00",dealership,7
7622,7,"2018-08-07 01:30:00",dealership,8
7691,7,"2017-07-11 02:30:00",dealership,11
7801,7,"2018-04-25 01:14:00",internet,
7813,7,"2018-05-03 04:12:00",dealership,12
8067,7,"2016-10-18 11:44:00",internet,
8348,7,"2017-04-25 00:48:00",dealership,12
8377,7,"2017-09-27 00:30:00",dealership,10
8454,7,"2017-11-14 01:06:00",dealership,16
8586,7,"2018-05-01 18:45:00",dealership,10
8673,7,"2018-03-09 11:57:00",internet,
8745,7,"2018-07-25 18:16:00",dealership,11
8854,7,"2017-09-04 05:51:00",dealership,7
8952,7,"2018-04-16 01:56:00",internet,
8964,7,"2018-07-23 16:55:00",dealership,9
8996,7,"2018-08-21 15:44:00",dealership,17
9028,7,"2017-07-19 16:55:00",dealership,1
9031,7,"2017-06-04 10:24:00",dealership,9
9126,7,"2018-07-05 13:17:00",dealership,1
9174,7,"2019-01-21 21:06:00",dealership,11
9279,7,"2018-08-20 18:40:00",dealership,4
9313,7,"2016-11-25 21:16:00",dealership,11
9406,7,"2018-06-25 23:32:00",dealership,16
9478,7,"2018-06-29 08:09:00",dealership,15
10168,7,"2017-08-22 21:32:00",internet,
10210,7,"2018-09-04 02:55:00",dealership,10
10263,7,"2017-09-12 17:59:00",internet,
10286,7,"2018-08-01 00:07:00",internet,
10290,7,"2017-02-20 12:48:00",internet,
10424,7,"2017-10-03 12:08:00",internet,
10589,7,"2017-03-24 17:02:00",internet,
10749,7,"2018-12-13 12:48:00",internet,
10881,7,"2018-10-09 18:12:00",dealership,3
10928,7,"2019-01-05 04:39:00",dealership,2
11060,7,"2018-09-12 15:45:00",dealership,7
11090,7,"2018-05-28 05:24:00",internet,
11334,7,"2017-03-05 05:35:00",internet,
11345,7,"2017-09-10 01:26:00",internet,
11432,7,"2018-10-08 14:39:00",internet,
11442,7,"2019-02-03 08:10:00",internet,
11565,7,"2018-06-08 14:23:00",internet,
11682,7,"2017-12-21 22:03:00",internet,
11720,7,"2018-07-15 17:58:00",internet,
11905,7,"2018-10-03 19:06:00",dealership,16
11986,7,"2017-10-06 07:45:00",dealership,11
12042,7,"2018-10-15 07:41:00",dealership,17
12218,7,"2018-10-31 12:42:00",internet,
12264,7,"2017-03-14 16:29:00",internet,
12312,7,"2018-06-17 00:41:00",internet,
12320,7,"2018-01-07 18:12:00",dealership,10
12416,7,"2017-10-19 16:20:00",internet,
12468,7,"2018-01-15 08:39:00",dealership,7
12495,7,"2018-10-22 03:02:00",internet,
12567,7,"2019-01-17 09:16:00",dealership,17
12582,7,"2018-02-15 06:52:00",dealership,19
12797,7,"2018-03-05 18:32:00",internet,
12950,7,"2017-08-02 13:08:00",internet,
13072,7,"2018-04-01 23:20:00",dealership,19
13182,7,"2018-02-20 02:14:00",internet,
13273,7,"2017-05-17 09:42:00",internet,
13404,7,"2016-12-15 00:21:00",dealership,13
13642,7,"2017-12-22 12:00:00",dealership,7
13653,7,"2017-04-04 00:39:00",dealership,1
13733,7,"2018-06-26 07:10:00",internet,
13876,7,"2018-04-28 11:08:00",internet,
14028,7,"2017-04-06 03:52:00",dealership,19
14166,7,"2016-12-18 15:06:00",internet,
14196,7,"2018-04-26 03:29:00",dealership,11
14274,7,"2017-11-03 07:32:00",dealership,1
14351,7,"2017-05-18 13:33:00",internet,
14399,7,"2017-07-09 23:58:00",internet,
14485,7,"2017-12-27 03:34:00",internet,
14538,7,"2017-09-02 23:06:00",dealership,18
14544,7,"2018-04-08 11:01:00",internet,
14578,7,"2018-09-25 05:15:00",internet,
14663,7,"2017-04-16 03:10:00",dealership,18
14694,7,"2017-08-19 15:56:00",internet,
14734,7,"2016-11-07 23:59:00",internet,
14896,7,"2018-11-09 17:51:00",dealership,15
15402,7,"2018-10-23 22:15:00",internet,
15445,7,"2017-03-16 03:07:00",internet,
15673,7,"2017-08-31 10:02:00",dealership,7
15763,7,"2016-11-25 14:08:00",internet,
15791,7,"2017-04-15 08:30:00",dealership,19
15831,7,"2017-04-18 13:21:00",dealership,1
15841,7,"2018-10-07 14:48:00",dealership,1
15878,7,"2018-12-19 19:49:00",internet,
16084,7,"2017-06-27 02:19:00",internet,
16206,7,"2018-09-07 23:08:00",internet,
16464,7,"2018-12-08 06:20:00",dealership,9
16480,7,"2018-05-13 04:20:00",internet,
16636,7,"2017-08-22 10:03:00",dealership,10
16711,7,"2018-03-13 09:49:00",internet,
16818,7,"2017-08-23 16:18:00",dealership,10
16827,7,"2018-06-21 03:18:00",internet,
16854,7,"2017-05-20 22:35:00",dealership,6
16866,7,"2018-08-31 19:05:00",internet,
17076,7,"2018-11-15 05:11:00",internet,
17210,7,"2017-02-21 08:43:00",dealership,12
17313,7,"2018-12-13 05:44:00",internet,
17675,7,"2017-07-17 01:43:00",internet,
17713,7,"2018-04-07 00:20:00",internet,
17740,7,"2017-02-17 14:30:00",internet,
17946,7,"2017-11-09 22:40:00",internet,
17970,7,"2018-07-15 13:14:00",internet,
18500,7,"2017-07-16 18:30:00",internet,
18547,7,"2017-11-19 04:43:00",dealership,10
18657,7,"2018-11-23 09:19:00",internet,
18689,7,"2017-07-20 13:13:00",dealership,16
18821,7,"2017-08-08 02:52:00",internet,
18898,7,"2017-02-18 21:20:00",internet,
18985,7,"2017-09-06 16:14:00",dealership,13
19098,7,"2018-04-22 09:53:00",internet,
19161,7,"2019-01-16 04:56:00",internet,
19179,7,"2017-09-25 10:59:00",dealership,11
19271,7,"2018-02-08 05:54:00",dealership,15
19324,7,"2018-10-22 01:33:00",dealership,11
19380,7,"2019-01-24 07:23:00",internet,
19498,7,"2017-05-06 12:06:00",dealership,16
19578,7,"2018-05-03 08:42:00",internet,
19648,7,"2018-08-27 13:34:00",internet,
19728,7,"2018-09-23 17:34:00",dealership,10
19949,7,"2018-07-26 20:20:00",dealership,12
19982,7,"2017-09-26 15:10:00",dealership,4
20078,7,"2018-09-14 03:11:00",dealership,1
20232,7,"2017-06-07 17:25:00",dealership,10
20245,7,"2017-08-14 09:30:00",dealership,5
20343,7,"2016-11-04 03:19:00",dealership,19
20383,7,"2018-06-02 03:41:00",internet,
20442,7,"2018-04-15 13:42:00",dealership,7
20985,7,"2018-07-01 23:37:00",dealership,16
20985,7,"2018-08-01 21:28:00",internet,
21022,7,"2017-03-03 02:53:00",internet,
21094,7,"2019-02-03 17:49:00",internet,
21260,7,"2018-07-02 13:53:00",internet,
21403,7,"2016-11-29 16:11:00",internet,
21457,7,"2018-07-29 04:42:00",internet,
21477,7,"2016-10-17 00:34:00",internet,
21656,7,"2018-03-28 19:59:00",internet,
21820,7,"2016-11-15 08:56:00",internet,
22073,7,"2018-05-12 20:35:00",dealership,6
22155,7,"2018-12-05 20:26:00",internet,
22409,7,"2019-01-01 23:13:00",internet,
22422,7,"2017-07-25 00:20:00",dealership,2
22443,7,"2018-07-10 18:07:00",internet,
22512,7,"2017-05-14 11:09:00",dealership,18
22514,7,"2018-06-08 09:30:00",dealership,7
22886,7,"2017-07-10 00:34:00",dealership,20
22929,7,"2017-01-08 13:17:00",internet,
22953,7,"2019-01-15 10:47:00",dealership,5
22957,7,"2018-11-29 07:26:00",dealership,15
22963,7,"2018-03-28 05:18:00",internet,
23036,7,"2018-04-25 00:34:00",dealership,10
23079,7,"2017-01-14 04:17:00",internet,
23115,7,"2017-12-15 05:00:00",internet,
23328,7,"2018-09-25 15:37:00",dealership,10
23421,7,"2018-08-10 07:34:00",dealership,7
23758,7,"2017-11-28 08:56:00",dealership,10
